file,span_index,original,annotated,features
lu munnu setti un'avemu a 'ssimigghiarì * """,
CaterinaSapiente-Pitre.txt,64,""" Genua! """,""" Genua! """,
CaterinaSapiente-Pitre.txt,65,""" Genua. """,""" Genua. """,
CaterinaSapiente-Pitre.txt,66,""" E comu partiti ? ecci dici la Rigginedda, cu un figghiu ’ntra la facci ? """,""" E <ab type=""pron"" ana=""verb_3"">comu</ab> partiti ? ecci <ab type=""pron"" ana=""verb_2"">dici</ab> la Rigginedda, cu un figghiu ’ntra la facci ? """,comu:verb_3|dici:verb_2
CaterinaSapiente-Pitre.txt,67,""" No, ecci arrispanni lu Riuzzu, io ti fazzu ’na carta, ca chistu è figghiu mio, ed è lu principinu. """,""" No, ecci arrispanni lu Riuzzu, io <ab type=""pron"" ana=""2"">ti</ab> fazzu ’na carta, ca chistu è figghiu mio, ed è lu principinu. """,ti:2
CaterinaSapiente-Pitre.txt,68,""" Maria! ma chista assimigghia tutta a Catarina la Sapienti ! a Napuli, la stissa; a Genua, la stissa!.. Ma idda ’un pò essiri, pirchì chidda è chiusa ’nta lu trabbuccu; chidda è a Napuli, e l’àutra è a Genua..... Ma idda ecci assimigghia tutta..... """,""" Maria! ma chista <ab type=""pron"" ana=""verb_3""><ab type=""pron"" ana=""verb_3"">assimigghia</ab></ab> tutta a Catarina la Sapienti ! a Napuli, la stissa; a Genua, la stissa!.. Ma idda ’un pò essiri, pirchì chidda <ab type=""pron"" ana=""verb_3"">è</ab> chiusa ’<ab type=""pron"" ana=""verb_2"">nta</ab> lu trabbuccu; chidda è a Napuli, e l’àutra è a Genua..... Ma idda ecci assimigghia tutta..... """,assimigghia:verb_3|nta:verb_2|è:verb_3|assimigghia:verb_3
CaterinaSapiente-Pitre.txt,69,"<sp>"" Mi pari ’na cosa curiosa: Signura, vui assimigghiatì a ’na signura chi vitti ’n Palermu, a Napuli, a Genua. ""","<sp>"" Mi pari ’na cosa curiosa: Signura, vui <ab type=""pron"" ana=""verb_3"">assimigghiatì</ab> a ’na signura chi <ab type=""pron"" ana=""verb_2"">vitti</ab> ’n Palermu, a Napuli, a Genua. """,assimigghiatì:verb_3|vitti:verb_2
CaterinaSapiente-Pitre.txt,70,""" Chi maravigghia, Riuzzu ! Setti nu’avemu a ’ssimigghiarì a stu munnu. """,""" Chi maravigghia, Riuzzu ! <ab type=""pron"" ana=""verb_2"">Setti</ab> nu’avemu a ’ssimigghiarì a stu munnu. """,Setti:verb_2
CaterinaSapiente-Pitre.txt,71,""" Siti schetta ? """,""" Siti schetta ? """,
CaterinaSapiente-Pitre.txt,72,""" No, sugnu cattiva """,""" No, <ab type=""pron"" ana=""verb_3"">sugnu</ab> cattiva """,sugnu:verb_3
CaterinaSapiente-Pitre.txt,73,""" E cui ? """,""" E cui ? """,
CaterinaSapiente-Pitre.txt,74,""" Sugnu cattiru puru, e haju du’ picciriddi. """,""" <ab type=""pron"" ana=""verb_3"">Sugnu</ab> cattiru puru, e <ab type=""pron"" ana=""verb_3"">haju</ab> du’ picciriddi. """,Sugnu:verb_3|haju:verb_3
Cenerentola-Bernoni.txt,1,"<sp>"" Vogio andar a vedar se me trovo
in qualche logo da andar a servir: magari che i me
toga per conza senare! Ma no vòi star più quà co
costore. ""","<sp>"" Vogio andar a vedar se me trovo
in qualche logo da andar a servir: magari che i me
toga per conza senare! Ma no vòi star più quà co
costore. """,
Cenerentola-Bernoni.txt,2,"<sp>"" Dove
vastu, putela, cussì sola? ""","<sp>"" Dove
<ab type=""pron"" ana=""verb_3"">vastu</ab>, putela, cussì sola? """,vastu:verb_3
Cenerentola-Bernoni.txt,3,""" Vago quà a vedar
se in qualche logo me trovo da andar a servir, par-
chè mi so' co le mie sorele, e lore no le vol 'darme
da magnar' nè da vestir, e mi gò pensà de scampar
via: magari che trovasse che i me tolesse per conza
senare! ma a casa no ghe vago più.""",""" Vago quà a vedar
se in qualche logo me trovo da andar a servir, par-
chè mi so' co <ab type=""pron"" ana=""3"">le</ab> mie sorele, e lore no le vol 'darme
da magnar' nè da vestir, e mi gò pensà de scampar
via: magari che trovasse che i me tolesse per conza
senare! ma a casa no ghe vago più.""",le:3
Cenerentola-Bernoni.txt,4,"<sp>"" Ben, le ghe dise, aspetà!
ciapa: questa la xè 'na bachetina che te demo.
Quando che ti batarà sta bachetina, e che ti dirà:
comando, comando, te vegnàrà fora tutto quelò
che ti savarà desiderar. ""","<sp>"" Ben, le ghe dise, aspetà!
ciapa: questa la xè 'na bache<ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">ti</ab></ab></ab>na che <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">te</ab></ab> demo.
Quando che ti batarà sta bachetina, e che ti dirà:
comando, comando, te vegnàrà fora tutto quelò
che ti savarà desiderar. """,te:2|ti:2|ti:2|te:2|ti:2
Cenerentola-Bernoni.txt,5,""" Ben! grazie tan-
to. """,""" Ben! grazie tan-
to. """,
Cenerentola-Bernoni.txt,6,"<sp>"" Cossa

osservazioni del Raccoglitore), la xè la fiaba de la Conza","<sp>"" Cossa

osservazioni del Raccoglitore), la xè la fiaba de la Conza",
Cenerentola-Bernoni.txt,7,""" So’ vagnuda a vedâr se ghe oco-
resse’na tosa per farghe qualche servizio: magari
scoarghe su el fogher, pur che i me rancurasse (1)
parché no sò dove andar, no gò nissun.""",""" So’ vagnuda a vedâr se <ab type=""pron"" ana=""verb_2"">ghe</ab> oco-
resse’na tosa per farghe qualche servizio: magari
scoarghe su el fogher, pur che i me <ab type=""pron"" ana=""verb_3"">rancurasse</ab> (1)
parché no sò dove andar, no gò nissun.""",ghe:verb_2|rancurasse:verb_3
Cenerentola-Bernoni.txt,8,"""Ben, i
dise, adesso andaremo dì la regina a domandarghe
se ghe ocore.""","""Ben, i
<ab type=""pron"" ana=""verb_3"">dise</ab>, adesso andaremo <ab type=""pron"" ana=""verb_2"">dì</ab> la regina a domandarghe
se ghe ocore.""",dise:verb_3|dì:verb_2
Cenerentola-Bernoni.txt,9,"<sp>"" Sa","<sp>"" Sa",
Cenerentola-Bernoni.txt,10,""" Ben, diseghe pur che la vegna
de suzo: metéla là in cusina, che la tegnara neto el
fogher. """,""" Ben, diseghe pur che la vegna
de suzo: metéla là in cusina, che la tegnara neto el
fogher. """,
Cenerentola-Bernoni.txt,11,""" Cossa fastu là, el dise,
conza-senare? """,""" Cossa <ab type=""pron"" ana=""verb_3"">fastu</ab> là, el dise,
conza-senare? """,fastu:verb_3
Cenerentola-Bernoni.txt,12,""" So’ vegnua a tegnir neto el
fogher. """,""" So’ <ab type=""pron"" ana=""verb_3"">vegnua</ab> a tegnir neto el
fogher. """,vegnua:verb_3
Cenerentola-Bernoni.txt,13,""" Ricordite ben de no tocar gnente,
sastu, parchè ti me fa stomego. """,""" Ricordite ben de no tocar gnente,
sastu, parchè <ab type=""pron"" ana=""2"">ti</ab> me fa stomego. """,ti:2
Cenerentola-Bernoni.txt,14,"<sp>"" Sacra Maesta ma","<sp>"" Sacra Maesta ma",
Cenerentola-Bernoni.txt,15,"La conza-senare, che gà sentio, la dise a pianin","La conza-senare, che gà sentio, <ab type=""pron"" ana=""3"">la</ab> dise a pianin",la:3
Cenerentola-Bernoni.txt,16,"<sp>"" Vòi andar","<sp>"" Vòi andar",
Cenerentola-Bernoni.txt,17,"<sp>"" Coss’ astu dito,
ciò ? ""","<sp>"" Coss’ <ab type=""pron"" ana=""verb_3"">astu</ab> dito,
ciò ? """,astu:verb_3
Cenerentola-Bernoni.txt,18,""" Eh, gnente ! """,""" Eh, gnente ! """,
Cenerentola-Bernoni.txt,19,""" Ah, ben ! """,""" Ah, ben ! """,
Cenerentola-Bernoni.txt,20,"<sp>"" Aspeta
mi! ""","<sp>"" Aspeta
mi! """,
Cenerentola-Bernoni.txt,21,"(1) Rancurar: accogliere in casa.

<sp>"" Comando, comando che me vegna fora un abito
color sielo tuto a stele d' oro, e che sia vestia come
'na regina, e che me vegna 'na carrozza tuta fornia
de oro co dô cavai tuti guarnii de oro, e che me
vegna dei servitori e un saco de sabion, che vogio
andar a la festa. ""","(1) Rancurar: accogliere in casa.

<sp>"" Comando, comando che me <ab type=""pron"" ana=""verb_3""><ab type=""pron"" ana=""verb_3"">vegna</ab></ab> <ab type=""pron"" ana=""verb_3"">fora</ab> un abito
color sielo tuto a stele d' oro, e che sia vestia come
'na regina, e che me vegna 'na carrozza tuta fornia
de oro co dô cavai tuti guarnii de oro, e che me
vegna dei servitori e un saco de sabion, che vogio
andar a la festa. """,vegna:verb_3|fora:verb_3|vegna:verb_3
Cenerentola-Bernoni.txt,22,"<sp>"" So'","<sp>"" So'",
Cenerentola-Bernoni.txt,23,""" Ma cossa, che no capisso
gnente ? """,""" Ma cossa, che no capisso
gnente ? """,
Cenerentola-Bernoni.txt,24,""" So'-la-conza-senare, """,""" So'-la-conza-senare, """,
Cenerentola-Bernoni.txt,25,"<sp>"" Presto presto, el dise
a i so servitori, andè a vedar dove che va quella
regina. ""","<sp>"" Presto presto, el <ab type=""pron"" ana=""verb_3"">dise</ab>
a i so servitori, andè a vedar dove che <ab type=""pron"" ana=""verb_3"">va</ab> quella
regina. """,dise:verb_3|va:verb_3
Cenerentola-Bernoni.txt,26,"<sp>"" Aven visto dove che la xè andada ? ""","<sp>"" Aven visto dove che la xè andada ? """,
Cenerentola-Bernoni.txt,27,""" No, i dise, parchè la n'à buta tanto sabion in
t' i oci che la n'à orbà tutti, e no avemo podesto
vedar gnente. """,""" No, i dise, parchè la n'à buta tanto sabion in
t' i oci che la n'à <ab type=""pron"" ana=""verb_3"">orbà</ab> tutti, e no avemo podesto
vedar gnente. """,orbà:verb_3
Cenerentola-Bernoni.txt,28,"<sp>"" Comandó, comando de tornar conza
senare, come che giera prima, là su la mia cusina e
su 'l fogher. ""","<sp>"" Comandó, comando de tornar conza
senare, come che <ab type=""pron"" ana=""verb_3"">giera</ab> prima, là su la mia cusina e
su 'l fogher. """,giera:verb_3
Cenerentola-Bernoni.txt,29,"<sp>"" Se gavessi visto che bela regina che xè ve","<sp>"" Se <ab type=""pron"" ana=""verb_2"">gavessi</ab> visto che <ab type=""pron"" ana=""verb_3"">bela</ab> regina che xè ve",gavessi:verb_2|bela:verb_3
Cenerentola-Bernoni.txt,30,40 -,40 -,
Cenerentola-Bernoni.txt,31,"<sp>"" Giera","<sp>"" Giera",
Cenerentola-Bernoni.txt,32,""" Ma cossa gastu ti, che co’ se parla ti ti brontoli e ti ruzi, e no se capisse gnente cossa che ti dighi?... Tendi al to fogher, e tasi. """,""" Ma cossa gastu <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">ti</ab></ab></ab></ab></ab>, che co’ se parla ti ti brontoli e ti ruzi, e no se capisse gnente cossa che ti dighi?... Tendi al to fogher, e tasi. """,ti:2|ti:2|ti:2|ti:2|ti:2
Cenerentola-Bernoni.txt,33,"<sp>"" Gò mandà adrio i servitori, parchè i vardasse dove che la stà, ma no i gà pode","<sp>"" Gò mandà adrio i servitori, parchè i <ab type=""pron"" ana=""verb_3"">vardasse</ab> dove che la stà, ma no i gà pode",vardasse:verb_3
Cenerentola-Bernoni.txt,34,"<sp>"" Comando, comando che me vegna un belissimo abito da regina tuto fornio de perle e de brilanti, e che me vegna dei servitori e ’na carrozza a quattro cavai tutti guarnii de brilanti, e drento sta carrozza un saco de soldi. ""","<sp>"" Comando, comando che me <ab type=""pron"" ana=""verb_3""><ab type=""pron"" ana=""verb_3"">vegna</ab></ab> un belissimo abito da regina tuto fornio de <ab type=""pron"" ana=""verb_3"">perle</ab> e de brilanti, e che me vegna dei servitori e ’na carrozza a quattro cavai tutti guarnii de brilanti, e drento <ab type=""pron"" ana=""verb_3"">sta</ab> carrozza un saco de soldi. """,vegna:verb_3|perle:verb_3|vegna:verb_3|sta:verb_3
Cenerentola-Bernoni.txt,35,"<sp>"" Ecola quà, tutto contento el dise, ecola quà, ecola quà! ""","<sp>"" Ecola quà, tutto contento el <ab type=""pron"" ana=""verb_3"">dise</ab>, <ab type=""pron"" ana=""verb_3""><ab type=""pron"" ana=""verb_3"">ecola</ab></ab> quà, ecola quà! """,dise:verb_3|ecola:verb_3|ecola:verb_3
Cenerentola-Bernoni.txt,36,""" Ma... la prego! el ghe dise; la me diga chi la xè; la mé diga in dove che la stà. Mi so’ inamorà de ela, ina-morà morto. """,""" Ma... <ab type=""pron"" ana=""3"">la</ab> prego! el ghe dise; la me diga chi la xè; la mé diga in dove che la stà. Mi so’ inamorà de ela, ina-morà morto. """,la:3
Cenerentola-Bernoni.txt,37,So’ la conza,So’ la conza,
Cenerentola-Bernoni.txt,38,""" - """,""" - """,
Cenerentola-Bernoni.txt,39,""" - E ela ghe torna a dir: <sp>""",""" - E ela ghe <ab type=""pron"" ana=""verb_3"">torna</ab> a dir: <sp>""",torna:verb_3
Cenerentola-Bernoni.txt,40,""" - Questo
el giera desparà parchè no 'l podeva capir gnente, e
più de cussì zà ela no ghe diseva. Co'xè su l'ul-
timo balo, la ciapa suzo e la va via. E elo ghe manda
drio i servitori. - """,""" - Questo
el giera desparà parchè no 'l podeva capir gnente, e
più de cussì zà e<ab type=""pron"" ana=""3"">la</ab> no ghe diseva. Co'xè su l'ul-
timo balo, la ciapa suzo e la va via. E elo ghe manda
drio i servitori. - """,la:3
Cenerentola-Bernoni.txt,41,""" - I ghe core adrio.
Ela, co’la li vede, la ghe buta adrio tanti soldi e tanti
soldi, e lori i se ferma a tor su sti soldi e intanto
ela va avanti, e lori no i pol vedar gnente. I va dal
re, e elo ghe dimanda: <sp>""",""" - I ghe core adrio.
E<ab type=""pron"" ana=""3"">la</ab>, co’la <ab type=""pron"" ana=""3"">li</ab> vede, la ghe buta adrio tanti soldi e tanti
soldi, e lori i se ferma a tor su sti soldi e intanto
ela va avanti, e lori no i pol vedar gnente. I va dal
re, e elo ghe dimanda: <sp>""",la:3|li:3
Cenerentola-Bernoni.txt,42,"""","""",
Cenerentola-Bernoni.txt,43,"""","""",
Cenerentola-Bernoni.txt,44,""" -
Ela la va a casa, e la dise: <sp>""",""" -
E<ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3"">la</ab></ab> la va a casa, e la dise: <sp>""",la:3|la:3
Cenerentola-Bernoni.txt,45,""" - La torna conza
senare, e la resta là.
Intanto vien a casa el re, e 'l va da so mare, e
el ghe dise: <sp>""",""" - <ab type=""pron"" ana=""3"">La</ab> torna conza
senare, e la resta là.
Intanto vien a casa el re, e 'l va da so mare, e
el ghe dise: <sp>""",La:3
Cenerentola-Bernoni.txt,46,""" - La conza-senare, che la gà sentio,
la dise: <sp>""",""" - La conza-senare, che <ab type=""pron"" ana=""3"">la</ab> gà sentio,
la dise: <sp>""",la:3
Cenerentola-Bernoni.txt,47,""" - El re gà
sentio, e' l gà dito: <sp>""",""" - El re gà
sentio, e' l gà dito: <sp>""",
Cenerentola-Bernoni.txt,48,"""","""",
Cenerentola-Bernoni.txt,49,"""","""",
Cenerentola-Bernoni.txt,50,""" - """,""" - """,
Cenerentola-Bernoni.txt,51,""" -
Co' xè da là un pochi de giorni, el re dà l'ultima
festa. El fa i so soliti inviti, e el ciapa su e el va a
la festa. La conza senare la ciapa suzo, la va da basso,

la bate la so bachetina, e la dise: <sp>""",""" -
Co' xè da là un pochi de giorni, el re dà l'ultima
festa. El fa i so soliti inviti, e el ciapa su e el va a
<ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3"">la</ab></ab></ab> festa. La conza senare la ciapa suzo, la va da basso,

la bate la so bachetina, e la dise: <sp>""",la:3|la:3|la:3
Cenerentola-Bernoni.txt,52,""" - Là ghe comparisse subito tutta sta
roba con tanti servitori. Là i la veste da regina, la
monta in carozza, e la va a la festa.

El re el giera tuto ansioso; el vardava per tuti
quanti i balconi se'l la vedeva, e da là un poco el
sente un sussuro de cavai, e el vede a la lontana un
splendor che vegniva avanti, che no 'l podeva gnanca
vardar, parchè el se cavava i oci. Va sta regina; el re
ghe va incontro, el la inchina el la ciapa per man, e el
la conduse a balar. - """,""" - Là ghe comparisse subito tutta sta
roba con tanti servitori. Là i <ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3"">la</ab></ab></ab></ab> veste da regina, la
monta in carozza, e la va a la festa.

El re el giera tuto ansioso; el vardava per tuti
quanti i balconi se'l la vedeva, e da là un poco el
sente un sussuro de cavai, e el vede a la lontana un
splendor che vegniva avanti, che no 'l podeva gnanca
vardar, parchè el se cavava i oci. Va sta regina; el re
ghe va incontro, el la inchina el la ciapa per man, e el
la conduse a balar. - """,la:3|la:3|la:3|la:3
Cenerentola-Bernoni.txt,53,"""- E ela ghe
dise: <sp>""","""- E ela <ab type=""pron"" ana=""verb_2"">ghe</ab>
dise: <sp>""",ghe:verb_2
Cenerentola-Bernoni.txt,54,""" -
""",""" -
""",
Cenerentola-Bernoni.txt,55,""" - La ghe torna a dir: <sp>""",""" - La ghe <ab type=""pron"" ana=""verb_3"">torna</ab> a dir: <sp>""",torna:verb_3
Cenerentola-Bernoni.txt,56,""" - E lu ancora a dirghe: <sp>""",""" - E <ab type=""pron"" ana=""verb_2"">lu</ab> ancora a dirghe: <sp>""",lu:verb_2
Cenerentola-Bernoni.txt,57,"""","""",
Cenerentola-Bernoni.txt,58,""" - E la vede sti servitori e la ghe buta
adrio tanto sabion e una scarpeta. Lori i rancura sta
scarpeta, e ghe toca a tornar indrio parchè i xè orbi
dal sabion. I va dal re, e lu el ghe dise: <sp>""",""" - E <ab type=""pron"" ana=""3"">la</ab> vede sti servitori e la ghe buta
adrio tanto sabion e una scarpeta. Lori i rancura sta
scarpeta, e ghe toca a tornar indrio parchè i xè orbi
dal sabion. I va dal re, e lu el ghe dise: <sp>""",la:3
Cenerentola-Bernoni.txt,59,"""","""",
Cenerentola-Bernoni.txt,60,"""","""",
Cenerentola-Bernoni.txt,61,""" - E re se la tol e el se la porta a casa. E el va a casa tuto amalà da la passion; el ciama so mare, e el ghe dise cussì che elo no 'l pol saver gnente chi che giera quella regina, e che lu da la passion el se sente a morir.
Intanto la conza senare la va a casa e la dise: <sp>""",""" - E re se <ab type=""pron"" ana=""3"">la</ab> tol e el se la porta a casa. E el va a casa tuto amalà da la passion; el ciama so mare, e el ghe dise cussì che elo no 'l pol saver gnente chi che giera quella regina, e che lu da la passion el se sente a morir.
Intanto la conza senare la va a casa e la dise: <sp>""",la:3
Cenerentola-Bernoni.txt,62,"""","""",
Cenerentola-Bernoni.txt,63,"""","""",
Cenerentola-Bernoni.txt,64,"""","""",
Cenerentola-Bernoni.txt,65,"""","""",
Cenerentola-Bernoni.txt,66,"""","""",
Cenerentola-Bernoni.txt,67,""" - Intanto co 'l scugier el missia sta panada, perchè la se giazasse, e ghe vien in sto scugier l'anelo. El ciama: <sp>""",""" - Intanto <ab type=""pron"" ana=""verb_3"">co</ab> 'l <ab type=""pron"" ana=""verb_3"">scugier</ab> el missia <ab type=""pron"" ana=""verb_3"">sta</ab> panada, perchè la se <ab type=""pron"" ana=""verb_3"">giazasse</ab>, e ghe <ab type=""pron"" ana=""verb_3"">vien</ab> in sto scugier l'anelo. El ciama: <sp>""",co:verb_3|sta:verb_3|giazasse:verb_3|vien:verb_3|scugier:verb_3
Cenerentola-Bernoni.txt,68,"""","""",
Cenerentola-Bernoni.txt,69,"""","""",
Cenerentola-Bernoni.txt,70,"""","""",
Cenerentola-Bernoni.txt,71,""" - """,""" - """,
Cenerentola-Bernoni.txt,72,""" - """,""" - """,
Cenerentola-Bernoni.txt,73,""" - """,""" - """,
Cenerentola-Bernoni.txt,74,""" - """,""" - """,
Cenerentola-Bernoni.txt,75,""" - La va in cucina
per ciamar la conza-senare, e la vede che no la ghe
xè. La torna in camara, e la ghe dise: <sp>""",""" - <ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3"">La</ab></ab> va in cucina
per ciamar <ab type=""pron"" ana=""3"">la</ab> conza-senare, e la vede che no la ghe
xè. La torna in camara, e la ghe dise: <sp>""",La:3|la:3|La:3
Cenerentola-Bernoni.txt,76,"""","""",
Cenerentola-Bernoni.txt,77,"""","""",
Cenerentola-Bernoni.txt,78,""" -
La conza-senare la giera da basso, e la dise: <sp>""",""" -
