file,span_index,original,annotated,features
La conza-senare <ab type=""pron"" ana=""3"">la</ab> giera da basso, e la dise: <sp>""",la:3
Cenerentola-Bernoni.txt,79,"""","""",
Cenerentola-Bernoni.txt,80,"""","""",
Cenerentola-Calvino.txt,1,"Niente, figlie mie: mi capita una gran mercanzia, e non posso andarci per non lasciarvi sole.","Niente, figlie mie: mi <ab type=""pron"" ana=""verb_3"">capita</ab> una gran mercanzia, e non posso andarci per non <ab type=""pron"" ana=""verb_3"">lasciarvi</ab> sole.",capita:verb_3|lasciarvi:verb_3
Cenerentola-Calvino.txt,2,"E vossignoria si confonde? - gli disse la grande. - Vossignoria faccia la provvista per tutto il tempo che avrà a stare lontano, faccia murare le porte con noi dentro e ci vedremo quando piace a Dio.","E vossignoria si confonde? - <ab type=""pron"" ana=""3"">gli</ab> disse la grande. - Vossignoria faccia la provvista per tutto il tempo che avrà a stare lontano, faccia murare le porte con noi dentro e ci vedremo quando piace a Dio.",gli:3
Cenerentola-Calvino.txt,3,"Rosa, cosa vuoi che ti porti?
E lei:","Rosa, cosa vuoi che <ab type=""pron"" ana=""2"">ti</ab> porti?
E <ab type=""pron"" ana=""3"">lei</ab>:",ti:2|lei:3
Cenerentola-Calvino.txt,4,"E tu, Giovannina?","E <ab type=""pron"" ana=""2"">tu</ab>, Giovannina?",tu:2
Cenerentola-Calvino.txt,5,Un vestito color dei diamanti.,Un vestito color dei diamanti.,
Cenerentola-Calvino.txt,6,"E tu, Ninetta?","E <ab type=""pron"" ana=""2"">tu</ab>, Ninetta?",tu:2
Cenerentola-Calvino.txt,7,"Io voglio che vossignoria mi porti un bel ramo di datteri in un vaso d'argento. E se non me lo porta, che il bastimento non possa più andare né avanti né indietro.","Io voglio che vossignoria mi porti un bel ramo di datteri in un vaso d'argento. E se non me <ab type=""pron"" ana=""3"">lo</ab> porta, che il bastimento non possa più andare né avanti né indietro.",lo:3
Cenerentola-Calvino.txt,8,"Ah, sciagurata, - le dissero le sorelle, - ma non sai che puoi mandare a tuo padre un incantesimo?","Ah, sciagurata, - <ab type=""pron"" ana=""3"">le</ab> dissero le sorelle, - ma non sai che puoi mandare a tuo padre un incantesimo?",le:3
Cenerentola-Calvino.txt,9,"Ma no, - disse il mercante, - non ve la prendete con lei, che è piccola e si deve lasciar dire.","Ma no, - disse il mercante, - non ve <ab type=""pron"" ana=""3"">la</ab> prendete con <ab type=""pron"" ana=""3"">lei</ab>, che è piccola e si deve lasciar dire.",la:3|lei:3
Cenerentola-Calvino.txt,10,"Capitano, mi sono dimenticato di fare una commissione. Se vogliamo salvarci, voltiamo il timone.
Che è che non è, appena voltarono il timone il tempo cambiò, e col vento in poppa tornarono al porto. Il mercante scese, comprò il ramo di datteri, lo piantò in un vaso d'argento e tornò a bordo. I marinai alzane le vele, e in tre giorni di viaggio tranquillo il bastimento arrivò a destinazione.
Intanto, mentre il mercante era via, le tre ragazze stavano nella casa dalle porte murate. Non mancava loro niente, avevano anche un pozzo dentro il cortile cosicché potevan sempre prendere l'acqua. Accadde che un giorno, alla più grande delle sorelle cadde il ditale nel pozzo. E Ninetta disse:","Capitano, mi sono dimenticato di fare una commissione. Se vogliamo salvarci, voltiamo il timone.
Che è che non è, appena voltarono il timone il tempo cambiò, e col vento in poppa tornarono al porto. Il mercante scese, comprò il ramo di datteri, <ab type=""pron"" ana=""3"">lo</ab> piantò in un vaso d'argento e tornò a bordo. I marinai alzane le vele, e in tre giorni di viaggio tranquillo il bastimento arrivò a destinazione.
Intanto, mentre il mercante era via, le tre ragazze stavano nella casa dalle porte murate. Non mancava <ab type=""pron"" ana=""3"">loro</ab> niente, avevano anche un pozzo dentro il cortile cosicché potevan sempre prendere l'acqua. Accadde che un giorno, alla più grande delle sorelle cadde il ditale nel pozzo. E Ninetta disse:",lo:3|loro:3
Cenerentola-Calvino.txt,11,Scendere nel pozzo: scherzi? - le disse la più grande.,"Scendere nel pozzo: scherzi? - <ab type=""pron"" ana=""3"">le</ab> disse la più grande.",le:3
Cenerentola-Calvino.txt,12,"Sì, voglio scendere a pigliarlo, - e le sorelle la calarono.","Sì, voglio scendere a pigliarlo, - e le sorelle <ab type=""pron"" ana=""3"">la</ab> calarono.",la:3
Cenerentola-Calvino.txt,13,Tiratemi!,Tiratemi!,
Cenerentola-Calvino.txt,14,Che ve ne importa? Domani mi calate di nuovo e prendiamo il resto.,"Che ve ne <ab type=""pron"" ana=""verb_3"">importa</ab>? Domani mi calate di nuovo e prendiamo il resto.",importa:verb_3
Cenerentola-Calvino.txt,15,"Non so niente, come può essere? - badava a dire il giardiniere ma il Reuzzo gli ordinò di stare più in guardia d'ora in poi, sennò guai a lui.","Non so niente, come può essere? - badava a dire il giardiniere ma il Reuzzo <ab type=""pron"" ana=""3"">gli</ab> ordinò di stare più in guardia d'ora in poi, sennò guai a <ab type=""pron"" ana=""3"">lui</ab>.",gli:3|lui:3
Cenerentola-Calvino.txt,16,"Ragazze, calatemi!","Ragazze, calatemi!",
Cenerentola-Calvino.txt,17,Non sono né pazza né ubriaca: calatemi. - E la dovettero calare.,"Non sono né pazza né ubriaca: ca<ab type=""pron"" ana=""3"">la</ab>temi. - E la dovettero calare.",la:3
Cenerentola-Calvino.txt,18,Tiratemi su!,Tiratemi su!,
Cenerentola-Calvino.txt,19,"Quella ragazza, per dov'è passata?","Quella ragazza, per dov'è passata?",
Cenerentola-Calvino.txt,20,Quella che coglie i fiori e i frutti nel mio giardino.,"Quella che <ab type=""pron"" ana=""verb_3"">coglie</ab> i fiori e i frutti nel mio giardino.",coglie:verb_3
Cenerentola-Calvino.txt,21,"Io non ho visto niente, Maestà, glielo giuro.","Io non ho visto niente, Maestà, glielo giuro.",
Cenerentola-Calvino.txt,22,"Bene, domani, mi metterò alla posta io.","Bene, domani, mi <ab type=""pron"" ana=""verb_3"">metterò</ab> alla posta io.",metterò:verb_3
Cenerentola-Calvino.txt,23,"Maestà, fate tre giorni di feste a palazzo, e fate gridare un bando che tutti i padri e le madri d'ogni condizione vi portino le figlie, pena la vita","Maestà, fate tre giorni di feste a palazzo, e fate gridare un bando che tutti i padri e le madri d'ogni condizione <ab type=""pron"" ana=""2"">vi</ab> portino le figlie, pena la vita",vi:2
Cenerentola-Calvino.txt,24,"Andateci voialtri, che io non ne ho voglia.","Andateci voialtri, che io non ne ho voglia.",
Cenerentola-Calvino.txt,25,E io che c'entro? Chi volete che sappia che avete tre figlie? Fate conto d'averne due.,"E io che c'entro? Chi <ab type=""pron"" ana=""verb_2"">volete</ab> che <ab type=""pron"" ana=""verb_3"">sappia</ab> che <ab type=""pron"" ana=""verb_2"">avete</ab> tre figlie? Fate conto d'averne due.",volete:verb_2|sappia:verb_3|avete:verb_2
Cenerentola-Calvino.txt,26,"E - Si che devi venire! - e - No che non ci vengo, - la sera della prima festa da ballo Ninetta restò a casa.","E - Si che devi venire! - e - No che non ci vengo, - la sera della prima festa da ballo Ninetta <ab type=""pron"" ana=""verb_3"">restò</ab> a casa.",restò:verb_3
Cenerentola-Calvino.txt,27,"Come state, signora?","Come state, signora?",
Cenerentola-Calvino.txt,28,Come vi chiamate?,"Come <ab type=""pron"" ana=""2"">vi</ab> chiamate?",vi:2
Cenerentola-Calvino.txt,29,Col mio nome.,Col mio nome.,
Cenerentola-Calvino.txt,30,E dove state?,E dove state?,
Cenerentola-Calvino.txt,31,Nella casa con la porta.,Nella casa con la porta.,
Cenerentola-Calvino.txt,32,In che strada?,In che strada?,
Cenerentola-Calvino.txt,33,Nella vanedda (Nota 2 Vanedda: vicolo.) del polverone.,Nella vanedda (Nota 2 Vanedda: vicolo.) del polverone.,
Cenerentola-Calvino.txt,34,"Signora, voi mi fate morire!","Signora, <ab type=""pron"" ana=""2"">voi</ab> mi fate morire!",voi:2
Cenerentola-Calvino.txt,35,Fate pure!,"<ab type=""pron"" ana=""verb_2"">Fate</ab> pure!",Fate:verb_2
Cenerentola-Calvino.txt,36,"Ninetta, Ninetta, sapessi che bella festa. C'era una bella signora che un po' t'assomigliava. Se non avessimo saputo che eri qua, l'avremmo scambiata per te...","Ninetta, Ninetta, sapessi che bella festa. C'era una bella signora che un po' t'assomigliava. Se non avessimo saputo che eri qua, l'avremmo scambiata per <ab type=""pron"" ana=""2"">te</ab>...",te:2
Cenerentola-Calvino.txt,37,"Ma domani sera devi venire, sai...","Ma domani sera devi venire, <ab type=""pron"" ana=""verb_2"">sai</ab>...",sai:verb_2
Cenerentola-Calvino.txt,38,"Anime infide! Per un po' di quattrini tradite gli ordini! Se domani sera non la seguite fino a casa, guai a voi.
Neanche la sera dopo, Ninetta volle andar al ballo con le sorelle.","Anime infide! Per un po' di quattrini tradite gli ordini! Se domani sera non <ab type=""pron"" ana=""3"">la</ab> seguite fino a casa, guai a <ab type=""pron"" ana=""2"">voi</ab>.
Neanche la sera dopo, Ninetta volle andar al ballo con le sorelle.",la:3|voi:2
Cenerentola-Calvino.txt,39,"Come estate, così inverno.","Come estate, così inverno.",
Cenerentola-Calvino.txt,40,Come vi chiamate?,"Come <ab type=""pron"" ana=""2"">vi</ab> chiamate?",vi:2
Cenerentola-Calvino.txt,41,"Col mio nome, - e così via.","Col mio nome, - e così via.",
Cenerentola-Calvino.txt,42,"Madonna mia! - diceva una sorella all'altra, - quella signora è Ninetta sputata!","Madonna mia! - <ab type=""pron"" ana=""verb_3"">diceva</ab> una sorella all'altra, - quella signora è Ninetta sputata!",diceva:verb_3
Cenerentola-Calvino.txt,43,"Domani sera è l'ultimo ballo: in un modo o nell'altro bisogna saper qualcosa.
Intanto Ninetta diceva al suo ramo: Grättula","Domani sera è l'ultimo ballo: in un modo o nell'altro <ab type=""pron"" ana=""verb_3"">bisogna</ab> saper qualcosa.
Intanto Ninetta <ab type=""pron"" ana=""verb_3"">diceva</ab> al suo ramo: Grättula",bisogna:verb_3|diceva:verb_3
Cenerentola-Calvino.txt,44,"Ragazza, - dice il Re, - m'hai preso in giro per due sere, alla terza non ci riuscirai.","Ragazza, - <ab type=""pron"" ana=""verb_3"">dice</ab> il Re, - m'hai preso in giro per due sere, alla terza non ci <ab type=""pron"" ana=""verb_3"">riuscirai</ab>.",dice:verb_3|riuscirai:verb_3
Cenerentola-Calvino.txt,45,"Ma cosa ho mai fatto, Maestà?","Ma cosa ho mai fatto, Maestà?",
Cenerentola-Calvino.txt,46,Hai fatto che mio figlio si consuma per te. Non credere di sfuggire.,"Hai fatto che mio figlio si consuma per <ab type=""pron"" ana=""2"">te</ab>. Non credere di sfuggire.",te:2
Cenerentola-Calvino.txt,47,E quale sentenza mi aspetta?,"E quale sentenza mi <ab type=""pron"" ana=""verb_3"">aspetta</ab>?",aspetta:verb_3
Cenerentola-Calvino.txt,48,La sentenza che diventerai la moglie del Reuzzo.,"La sentenza che <ab type=""pron"" ana=""verb_3"">diventerai</ab> la moglie del Reuzzo.",diventerai:verb_3
Cenerentola-Calvino.txt,49,"Maestà, io non ho la mia libertà: ho padre e due sorelle maggiori.","Maestà, io non ho la mia libertà: ho padre e due sorelle maggiori.",
Cenerentola-Calvino.txt,50,Sia chiamato il padre.,Sia chiamato il padre.,
Cenerentola-Calvino.txt,51,"""Chiamata di Re, tanto buona non è""","""Chiamata di Re, tanto buona non è""",
Cenerentola-Comparetti.txt,1,""" Nane, nane a bere a bere,
Se gli è torba non la bere,
Se gli è chiara gara, gara! """,""" Nane, nane a bere a bere,
Se <ab type=""pron"" ana=""3""><ab type=""pron"" ana=""3"">gli</ab></ab> è torba non la bere,
Se gli è chiara gara, gara! """,gli:3|gli:3
Cenerentola-Comparetti.txt,2,"<sp>"" O che ci fai qui? ""","<sp>"" O che ci <ab type=""pron"" ana=""verb_2"">fai</ab> qui? """,fai:verb_2
Cenerentola-Comparetti.txt,3,""" Ho menato fuori quest'anatre e devo filare questa li-
bra di canapa. """,""" Ho menato fuori quest'anatre e devo filare questa li-
bra di canapa. """,
Cenerentola-Comparetti.txt,4,""" O perchè ti fanno fare queste cose
proprio a te? """,""" O perchè <ab type=""pron"" ana=""2"">ti</ab> fanno fare ques<ab type=""pron"" ana=""2"">te</ab> cose
proprio a te? """,ti:2|te:2
Cenerentola-Comparetti.txt,5,""" La mamma vuole così. """,""" La mamma <ab type=""pron"" ana=""verb_3"">vuole</ab> così. """,vuole:verb_3
Cenerentola-Comparetti.txt,6,""" O l'altra
sorella non la manda mai fuori colle anatre? """,""" O l'altra
sorel<ab type=""pron"" ana=""3"">la</ab> non la manda mai fuori colle anatre? """,la:3
Cenerentola-Comparetti.txt,7,""" Mai. """,""" Mai. """,
Cenerentola-Comparetti.txt,8,""" Tieni, carina, ti voglio fare un regalo: prendi questo
pettine e prova a pettinarti. """,""" Tieni, carina, <ab type=""pron"" ana=""2"">ti</ab> voglio fare un regalo: prendi questo
pettine e prova a pettinarti. """,ti:2
Cenerentola-Comparetti.txt,9,"<sp>"" Tieni, mettici dentro i bril","<sp>"" Tieni, mettici dentro i bril",
Cenerentola-Comparetti.txt,10,""" Ma ora ho da filare la canapa, """,""" Ma ora ho da filare la canapa, """,
Cenerentola-Comparetti.txt,11,""" Non ti dar pena, ci penso io. """,""" Non <ab type=""pron"" ana=""2"">ti</ab> dar pena, ci penso io. """,ti:2
Cenerentola-Comparetti.txt,12,"<sp>"" Comando
che sia filata la canapa ""","<sp>"" Comando
che sia filata la canapa """,
Cenerentola-Comparetti.txt,13,""" Ora vai a casa, disse la vecchina, e torna tutti
i giorni qui, chè mi troverai. """,""" Ora <ab type=""pron"" ana=""verb_2"">vai</ab> a casa, <ab type=""pron"" ana=""verb_3"">disse</ab> la vecchina, e <ab type=""pron"" ana=""verb_3"">torna</ab> tutti
i giorni qui, chè mi troverai. """,vai:verb_2|disse:verb_3|torna:verb_3
Cenerentola-Comparetti.txt,14,"<sp>"" Senti, questa sera il figlio del re dà
una festa da ballo e ha invitato tuo padre, tua madre,
e tua sorella: e ti diranno per burla se ci vuoi andare. Eccoti que","<sp>"" Sen<ab type=""pron"" ana=""2"">ti</ab>, questa sera il figlio del re dà
una festa da ballo e ha invitato tuo padre, tua madre,
e tua sorella: e ti diranno per burla se ci vuoi andare. Eccoti que",ti:2
Cenerentola-Comparetti.txt,15,"""
E vedrai che a un tratto ti troverai tutta vestita da an-
dare al ballo: e prendi anche questa bacchettina, battila
e apparirà una carrozza. Vattene al ballo e nessuno ti
riconoscerà, e il figlio del re ballerà con te; ma tu bada
bene, quando andranno alla sala del rinfresco, fai venire
la carrozza e vattene via, chè non avessero a vedere dove
tu vai. Allora torna dall'uccellino e gli dirai così :
""","""
E vedrai che a un tratto <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">ti</ab></ab> troverai <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">tu</ab></ab>tta vestita da an-
dare al ballo: e prendi anche questa bacchettina, battila
e apparirà una carrozza. Vat<ab type=""pron"" ana=""2"">te</ab>ne al ballo e nessuno ti
riconoscerà, e il fi<ab type=""pron"" ana=""3"">gli</ab>o del re ballerà con te; ma tu bada
bene, quando andranno alla sala del rinfresco, fai venire
la carrozza e vattene via, chè non avessero a vedere dove
tu vai. Allora torna dall'uccellino e gli dirai così :
""",ti:2|ti:2|te:2|tu:2|tu:2|gli:3
Cenerentola-Comparetti.txt,16,"""
E tornerai come prima; rimettiti al tuo canto al fuoco
e non dir nulla. ""","""
E tornerai come prima; rimettiti al tuo canto al fuoco
e non dir nulla. """,
Cenerentola-Comparetti.txt,17,"<sp>"" Sai, siamo invitati al ballo
del figlio del re; che, ci vorresti venire anche tu? ""","<sp>"" Sai, siamo invitati al ballo
del figlio del re; che, ci vorresti venire anche <ab type=""pron"" ana=""2"">tu</ab>? """,tu:2
Cenerentola-Comparetti.txt,18,""" Io no davvero, rispose lei, divertitevi pure ch'io me ne
sto a casa. """,""" Io no davvero, rispose <ab type=""pron"" ana=""3"">lei</ab>, divertitevi pure ch'io me ne
sto a casa. """,lei:3
Cenerentola-Comparetti.txt,19,""" È stata una
gran bella festa, le disse la mamma, e c'era una signora
ch'era una bellezza e non si sa chi fosse; se tu avessi
visto com'era bella! """,""" È stata una
gran bella festa, <ab type=""pron"" ana=""3"">le</ab> disse la mamma, e c'era una signora
ch'era una bellezza e non si sa chi fosse; se <ab type=""pron"" ana=""2"">tu</ab> avessi
visto com'era bella! """,le:3|tu:2
Cenerentola-Comparetti.txt,20,""" Non me ne importa niente, """,""" Non me ne <ab type=""pron"" ana=""verb_3"">importa</ab> niente, """,importa:verb_3
Cenerentola-Comparetti.txt,21,""" Vedi, disse la mamma, domani ce ne sarà un'altra delle feste; ci potresti venire anche tu. """,""" Vedi, disse la mamma, domani ce ne sarà un'altra delle feste; ci potresti venire anche <ab type=""pron"" ana=""2"">tu</ab>. """,tu:2
Cenerentola-Comparetti.txt,22,""" No, no, io me ne sto nel canto del fuoco e sto bene. """,""" No, no, io me ne sto nel canto del fuoco e sto bene. """,
Cenerentola-Comparetti.txt,23,""" È andata bene """,""" È andata bene """,
Cenerentola-Comparetti.txt,24,""" questa sera tornaci e fai come hai fatto ieri: ma bada, vedrai che ti verranno dietro quando te ne vai; te allora batti la bacchettina e comanda: """,""" questa sera tornaci e fai come hai fatto ieri: ma bada, vedrai che <ab type=""pron"" ana=""2"">ti</ab> verranno dietro quando <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">te</ab></ab> ne vai; te allora batti la bacchettina e comanda: """,ti:2|te:2|te:2
Cenerentola-Comparetti.txt,25,"""; prendi i quattrini e gittali via dalla carrozza; si fermeranno a raccoglierli e ti perderanno di vista. ""","""; prendi i quattrini e gittali via dalla carrozza; si fermeranno a raccoglierli e <ab type=""pron"" ana=""2"">ti</ab> perderanno di vista. """,ti:2
Cenerentola-Comparetti.txt,26,""" Fin qui è andata bene; ma bada, questa sera tu avrai una veste coi campanelli d'oro e avrai le pianelle d'oro; vedrai che ti vengono dietro; tu tiragli una pianella e dei quattrini; ma ormai scopriranno dove tu entri. """,""" Fin qui è andata bene; ma bada, questa sera <ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2""><ab type=""pron"" ana=""2"">tu</ab></ab></ab> avrai una veste coi campanelli d'oro e avrai le pianelle d'oro; vedrai che <ab type=""pron"" ana=""2"">ti</ab> vengono dietro; tu tiragli una pianella e dei quattrini; ma ormai scopriranno dove tu entri. """,tu:2|ti:2|tu:2|tu:2
Cenerentola-Comparetti.txt,27,"<sp>"" Stamattina hai a sbrigarti perchè il re viene a prender","<sp>"" Stamattina <ab type=""pron"" ana=""verb_2"">hai</ab> a sbrigarti perchè il re <ab type=""pron"" ana=""verb_3"">viene</ab> a prender",hai:verb_2|viene:verb_3
Cenerentola-Comparetti.txt,28,"<sp>"" O come torni così presto stamane? ""","<sp>"" O come <ab type=""pron"" ana=""verb_2"">torni</ab> così presto stamane? """,torni:verb_2
Cenerentola-Comparetti.txt,29,""" Andate a vedere l'anatre come son satolle, """,""" <ab type=""pron"" ana=""verb_2"">Andate</ab> a vedere l'anatre come <ab type=""pron"" ana=""verb_3"">son</ab> satolle, """,Andate:verb_2|son:verb_3
Cenerentola-Comparetti.txt,30,""" Uccellin Verdirìo
Fammi più bella che non so'.""",""" Uccellin Verdirìo
Fammi più bella che non so'.""",
Cenerentola-Comparetti.txt,31,"<sp>"" Quante figlie avete? ""","<sp>"" Quante figlie <ab type=""pron"" ana=""verb_2"">avete</ab>? """,avete:verb_2
Cenerentola-Comparetti.txt,32,""" Una sola, eccola qui. """,""" Una sola, eccola qui. """,
Cenerentola-Comparetti.txt,33,""" Come ? non ne avete al-tre ? """,""" Come ? non ne <ab type=""pron"" ana=""verb_2"">avete</ab> al-tre ? """,avete:verb_2
Cenerentola-Comparetti.txt,34,""" Sì, Maestà, ne ho un'altra, ma mi vergogno.... sta sempre nel canto del fuoco; è tutta cenerosa! """,""" Sì, Maestà, ne ho un'altra, ma mi vergogno.... <ab type=""pron"" ana=""verb_3"">sta</ab> sempre nel canto del fuoco; è tutta cenerosa! """,sta:verb_3
Cenerentola-Comparetti.txt,35,""" Sia come si sia, andatela a chiamare, """,""" Sia come si sia, <ab type=""pron"" ana=""verb_3"">andatela</ab> a chiamare, """,andatela:verb_3
Cenerentola-Comparetti.txt,36,""" Ohì, Cenerentola, scendi un po'. """,""" Ohì, Cenerentola, scendi un po'. """,
Cenerentola-Comparetti.txt,37,""" Vedi, citrulla! disse la mamma, s'è strascicata dietro le palette e le molle! """,""" Vedi, <ab type=""pron"" ana=""verb_3"">citrulla</ab>! <ab type=""pron"" ana=""verb_3"">disse</ab> la mamma, s'è strascicata dietro le palette e le molle! """,citrulla:verb_3|disse:verb_3
Cenerentola-Comparetti.txt,38,"<sp>"" Eccola, ""","<sp>"" Eccola, """,
Cenerentola-Comparetti.txt,39,""" quella che cercavo e, non le manca che una pianella d'oro, vediamo se per caso fosse questa! """,""" quella che cercavo e, non <ab type=""pron"" ana=""3"">le</ab> manca che una pianella d'oro, vediamo se per caso fosse questa! """,le:3
